time,price
2025-01-30 14:52:00+00:00,106131.98
2025-01-30 14:54:00+00:00,106034.83
2025-01-30 14:55:00+00:00,106187.99
2025-01-30 14:56:00+00:00,106176.02
2025-01-30 15:05:00+00:00,106029.99
2025-01-30 15:06:00+00:00,106145.95
2025-01-30 15:08:00+00:00,106074.97
2025-01-30 15:09:00+00:00,106086.74
2025-01-30 15:10:00+00:00,106201.3
2025-01-30 15:11:00+00:00,106324.04
2025-01-30 15:12:00+00:00,106276.59
2025-01-30 15:13:00+00:00,106142.0
2025-01-30 15:14:00+00:00,106236.47
2025-01-30 15:15:00+00:00,106087.91
2025-01-30 15:16:00+00:00,106015.99
2025-01-30 15:17:00+00:00,106149.99
2025-01-30 15:18:00+00:00,106000.01
2025-01-30 15:19:00+00:00,106038.01
2025-01-30 15:20:00+00:00,106018.0
2025-01-30 15:21:00+00:00,105958.47
2025-01-30 15:22:00+00:00,105944.16
2025-01-30 15:23:00+00:00,105921.99
2025-01-30 15:24:00+00:00,105859.99
2025-01-30 15:36:00+00:00,105892.0
2025-01-30 15:39:00+00:00,105854.66
2025-01-30 15:40:00+00:00,105910.95
2025-01-30 15:42:00+00:00,105864.7
2025-01-30 15:43:00+00:00,105847.72
2025-01-30 15:45:00+00:00,105899.97
2025-01-30 15:46:00+00:00,105982.12
2025-01-30 15:47:00+00:00,106110.21
2025-01-30 15:48:00+00:00,106134.03
2025-01-30 15:49:00+00:00,105921.56
2025-01-30 15:50:00+00:00,105889.68
2025-01-30 15:51:00+00:00,105933.38
2025-01-30 16:19:00+00:00,105858.8
2025-01-30 16:20:00+00:00,105860.6
2025-01-30 16:23:00+00:00,105870.66
2025-01-30 16:24:00+00:00,105871.34
2025-01-30 16:25:00+00:00,105940.0
2025-01-30 16:27:00+00:00,105870.73
2025-01-30 16:28:00+00:00,105888.23
2025-01-30 16:29:00+00:00,105948.73
2025-01-30 16:30:00+00:00,105930.54
2025-01-30 16:31:00+00:00,105983.99
2025-01-30 16:32:00+00:00,105881.74
2025-01-31 15:36:00+00:00,105557.84
2025-01-31 15:37:00+00:00,105789.55
2025-01-31 15:38:00+00:00,105848.92
2025-01-31 15:39:00+00:00,105828.94
2025-01-31 15:40:00+00:00,105669.66
2025-01-31 15:41:00+00:00,105620.0
2025-01-31 15:42:00+00:00,105607.99
2025-01-31 15:43:00+00:00,105674.9
2025-01-31 15:44:00+00:00,105641.98
2025-01-31 15:45:00+00:00,105669.1
