timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date
1743466380000000,82484.78,82532.96,82484.78,82530.37,8.6845,1743466439999999,716512.2143523,897,5.91902,488354.2121454,0,2025-04-01 00:13:00+00:00
1743466440000000,82530.37,82530.38,82483.49,82483.49,2.43838,1743466499999999,201184.7526977,997,0.46235,38148.8436899,0,2025-04-01 00:14:00+00:00
1743466500000000,82483.5,82495.3,82432.74,82432.75,6.61985,1743466559999999,545993.5506228,1822,4.48239,369732.1164383,0,2025-04-01 00:15:00+00:00
1743466560000000,82432.74,82479.17,82432.74,82474.54,4.7706,1743466619999999,393382.6746011,1193,2.32443,191642.2838785,0,2025-04-01 00:16:00+00:00
1743466620000000,82474.54,82474.54,82435.98,82462.69,4.66495,1743466679999999,384610.6999697,1158,1.61539,133182.6204188,0,2025-04-01 00:17:00+00:00
1743466680000000,82462.7,82490.0,82448.95,82489.99,3.31027,1743466739999999,272978.14085,738,1.61853,133473.6960269,0,2025-04-01 00:18:00+00:00
1743466740000000,82490.0,82599.62,82489.99,82596.36,29.41417,1743466799999999,2428677.2959858,1978,28.37485,2342848.9371284,0,2025-04-01 00:19:00+00:00
1743466800000000,82596.35,82628.13,82596.35,82628.12,4.7887,1743466859999999,395599.45525,1072,3.35469,277128.0361644,0,2025-04-01 00:20:00+00:00
1743466860000000,82628.13,82646.97,82611.96,82646.97,2.7402,1743466919999999,226421.8620025,1189,1.77009,146262.3688802,0,2025-04-01 00:21:00+00:00
1743466920000000,82646.97,82695.8,82638.69,82688.88,9.19401,1743466979999999,760162.4379538,1718,7.89788,653009.483718,0,2025-04-01 00:22:00+00:00
1743466980000000,82688.89,82697.14,82656.58,82663.81,10.26559,1743467039999999,848742.2149152,1935,7.36889,609257.069296,0,2025-04-01 00:23:00+00:00
1743467040000000,82663.8,82665.22,82643.75,82643.76,2.78596,1743467099999999,230278.0337826,857,1.09063,90146.6629958,0,2025-04-01 00:24:00+00:00
1743467100000000,82643.76,82651.41,82629.29,82643.33,6.44019,1743467159999999,532235.5100746,1486,2.91175,240626.0758343,0,2025-04-01 00:25:00+00:00
1743467160000000,82643.32,82675.54,82643.32,82675.53,3.17507,1743467219999999,262458.33013,858,2.18828,180881.1459746,0,2025-04-01 00:26:00+00:00
1743467220000000,82675.54,82750.02,82675.54,82750.01,4.49362,1743467279999999,371720.1713281,1633,3.49866,289405.4604478,0,2025-04-01 00:27:00+00:00
1743467280000000,82750.02,82750.02,82687.69,82687.7,4.36218,1743467339999999,360854.511834,1839,0.60042,49674.7067324,0,2025-04-01 00:28:00+00:00
1743467340000000,82687.7,82687.7,82640.0,82640.0,2.38571,1743467399999999,197221.3268566,1585,0.31637,26151.9863969,0,2025-04-01 00:29:00+00:00
1743467400000000,82640.0,82651.19,82618.74,82619.81,4.76596,1743467459999999,393816.3635252,1953,3.01528,249149.6996317,0,2025-04-01 00:30:00+00:00
1743467460000000,82619.81,82705.94,82619.81,82679.11,7.92177,1743467519999999,654935.3000093,2163,5.18936,428967.1865063,0,2025-04-01 00:31:00+00:00
1743467520000000,82679.11,82679.12,82578.26,82578.27,15.5401,1743467579999999,1284410.2602309,3260,10.1621,840004.0258985,0,2025-04-01 00:32:00+00:00
1743467580000000,82578.26,82629.57,82552.91,82629.57,30.32948,1743467639999999,2504226.154299,2578,5.1809,427785.5467612,0,2025-04-01 00:33:00+00:00
1743467640000000,82629.57,82630.44,82594.11,82597.65,4.24065,1743467699999999,350358.4691097,1193,1.01713,84035.2576886,0,2025-04-01 00:34:00+00:00
1743467700000000,82597.65,82597.65,82543.27,82591.81,28.0194,1743467759999999,2313406.5796035,2448,2.85424,235681.0458388,0,2025-04-01 00:35:00+00:00
1743467760000000,82591.8,82671.43,82591.8,82671.43,3.88092,1743467819999999,320708.789695,2527,3.28727,271664.0630405,0,2025-04-01 00:36:00+00:00
1743467820000000,82671.43,82711.99,82671.42,82711.99,5.45406,1743467879999999,451033.3632791,1237,3.85508,318794.1403661,0,2025-04-01 00:37:00+00:00
1743467880000000,82711.98,82717.21,82698.12,82717.21,3.58106,1743467939999999,296178.4031893,1184,1.24601,103056.0290993,0,2025-04-01 00:38:00+00:00
1743467940000000,82717.21,82725.58,82685.9,82725.57,3.40677,1743467999999999,281734.1962253,1549,2.22408,183921.5294606,0,2025-04-01 00:39:00+00:00
1743468000000000,82725.58,82731.23,82686.49,82721.52,3.46456,1743468059999999,286548.6997425,1845,2.12458,175715.6617019,0,2025-04-01 00:40:00+00:00
1743468060000000,82721.52,82735.09,82639.32,82651.04,6.74389,1743468119999999,557663.6728654,3326,2.92418,241779.8816629,0,2025-04-01 00:41:00+00:00
1743468120000000,82651.04,82691.94,82631.54,82687.4,9.19414,1743468179999999,759933.0023227,2866,3.68982,305028.0036675,0,2025-04-01 00:42:00+00:00
1743468180000000,82687.4,82698.12,82668.96,82684.14,2.96613,1743468239999999,245256.6756607,1296,1.61171,133264.5692516,0,2025-04-01 00:43:00+00:00
1743468240000000,82684.14,82727.19,82684.13,82727.18,8.31053,1743468299999999,687431.5548763,1759,3.46657,286712.3751567,0,2025-04-01 00:44:00+00:00
1743468300000000,82727.18,82766.07,82708.77,82766.07,6.94615,1743468359999999,574662.9903701,2026,2.89446,239474.5503131,0,2025-04-01 00:45:00+00:00
1743468360000000,82766.06,82777.97,82719.16,82719.16,7.49388,1743468419999999,620184.8354122,2519,3.2482,268833.7439047,0,2025-04-01 00:46:00+00:00
1743468420000000,82719.15,82730.22,82688.0,82730.21,14.37557,1743468479999999,1188966.6513897,1576,13.80814,1142038.2205397,0,2025-04-01 00:47:00+00:00
1743468480000000,82730.21,82730.21,82680.2,82708.7,3.38238,1743468539999999,279743.2902789,1500,1.07969,89281.0818023,0,2025-04-01 00:48:00+00:00
1743468540000000,82708.69,82724.46,82669.33,82708.7,4.75456,1743468599999999,393179.4724831,2161,3.10929,257100.295633,0,2025-04-01 00:49:00+00:00
1743468600000000,82708.69,82708.7,82660.78,82680.0,4.187,1743468659999999,346188.7758786,1774,1.8577,153587.2730116,0,2025-04-01 00:50:00+00:00
1743468660000000,82680.0,82707.43,82566.94,82657.84,16.97104,1743468719999999,1402475.5183147,8096,5.56484,459902.845722,0,2025-04-01 00:51:00+00:00
1743468720000000,82657.84,82837.38,82642.07,82692.01,55.58271,1743468779999999,4598992.1949534,11325,33.26038,2751997.2726252,0,2025-04-01 00:52:00+00:00
1743468780000000,82692.01,82734.0,82668.7,82702.04,12.22956,1743468839999999,1011416.3856896,4785,7.35736,608440.4260374,0,2025-04-01 00:53:00+00:00
1743468840000000,82702.04,82717.99,82608.0,82618.08,11.04966,1743468899999999,913275.3211538,3800,4.03309,333319.773396,0,2025-04-01 00:54:00+00:00
1743468900000000,82618.08,82636.63,82581.25,82581.26,7.19763,1743468959999999,594592.8210629,2552,1.746,144236.3711284,0,2025-04-01 00:55:00+00:00
1743468960000000,82581.25,82621.74,82581.25,82600.0,6.61232,1743469019999999,546217.7726688,2658,2.46966,203987.6380938,0,2025-04-01 00:56:00+00:00
1743469020000000,82600.01,82665.99,82600.0,82652.01,5.58342,1743469079999999,461413.4081993,2384,3.81175,314970.7899018,0,2025-04-01 00:57:00+00:00
1743469080000000,82652.01,82679.57,82642.52,82643.37,3.69335,1743469139999999,305309.7062592,1407,1.67115,138134.1250772,0,2025-04-01 00:58:00+00:00
1743469140000000,82643.38,82665.22,82643.38,82651.1,15.85085,1743469199999999,1310151.3059991,1125,15.20368,1256655.1479891,0,2025-04-01 00:59:00+00:00
1743469200000000,82651.09,82676.88,82605.34,82617.99,17.99559,1743469259999999,1486911.3401359,5644,10.46722,864765.8426052,0,2025-04-01 01:00:00+00:00
1743469260000000,82617.99,82644.97,82609.16,82628.01,9.99823,1743469319999999,826137.2086644,3172,5.03816,416267.4487967,0,2025-04-01 01:01:00+00:00
1743469320000000,82628.01,82629.31,82556.81,82618.0,17.10061,1743469379999999,1412316.4092489,3751,11.72087,967999.4617009,0,2025-04-01 01:02:00+00:00
1743469380000000,82617.99,82665.22,82591.29,82654.05,7.10753,1743469439999999,587311.8806673,2842,3.98286,329132.3601273,0,2025-04-01 01:03:00+00:00
1743469440000000,82654.04,82665.22,82595.09,82644.49,6.47884,1743469499999999,535376.0846078,2727,3.51448,290414.7275877,0,2025-04-01 01:04:00+00:00
1743469500000000,82644.5,82658.0,82579.23,82603.78,11.44319,1743469559999999,945441.2001707,2422,4.3745,361429.6191778,0,2025-04-01 01:05:00+00:00
1743469560000000,82603.77,82603.78,82566.66,82575.08,3.4727,1743469619999999,286784.563663,852,1.1492,94899.8748934,0,2025-04-01 01:06:00+00:00
1743469620000000,82575.09,82596.0,82553.99,82555.6,7.27026,1743469679999999,600370.5187199,1878,1.89655,156611.6454789,0,2025-04-01 01:07:00+00:00
1743469680000000,82556.0,82569.99,82477.91,82482.92,16.26359,1743469739999999,1341919.7746316,4153,5.10184,420910.9882318,0,2025-04-01 01:08:00+00:00
1743469740000000,82484.0,82506.0,82469.26,82470.01,9.27864,1743469799999999,765309.3672923,2043,3.79604,313089.1329216,0,2025-04-01 01:09:00+00:00
1743469800000000,82470.01,82496.0,82460.0,82494.92,14.93469,1743469859999999,1231793.2681289,2271,6.67613,550613.0346019,0,2025-04-01 01:10:00+00:00
1743469860000000,82494.92,82534.79,82473.84,82473.85,7.53701,1743469919999999,621785.7181051,2657,2.05393,169461.4037079,0,2025-04-01 01:11:00+00:00
1743469920000000,82473.85,82530.84,82473.84,82501.18,10.41345,1743469979999999,859188.899197,3380,4.53608,374200.7400452,0,2025-04-01 01:12:00+00:00
1743469980000000,82501.18,82539.99,82501.17,82539.99,5.25473,1743470039999999,433593.9321149,2326,3.23728,267114.6258766,0,2025-04-01 01:13:00+00:00
1743470040000000,82540.0,82575.8,82540.0,82568.14,4.01718,1743470099999999,331668.2818596,1304,3.09625,255627.756377,0,2025-04-01 01:14:00+00:00
1743470100000000,82568.13,82645.36,82568.13,82644.99,7.88074,1743470159999999,650994.5473289,2876,4.48379,370389.1121559,0,2025-04-01 01:15:00+00:00
1743470160000000,82644.99,82690.23,82611.76,82688.72,18.34765,1743470219999999,1516601.1940116,2631,8.81357,728481.135311,0,2025-04-01 01:16:00+00:00
1743470220000000,82688.72,82688.72,82632.0,82642.7,6.76821,1743470279999999,559364.0529552,1895,1.82487,150801.4801991,0,2025-04-01 01:17:00+00:00
1743470280000000,82642.69,82684.93,82642.69,82646.01,3.10058,1743470339999999,256294.595111,2033,1.51958,125603.0220566,0,2025-04-01 01:18:00+00:00
1743470340000000,82646.01,82651.98,82565.96,82565.97,6.06145,1743470399999999,500725.5347533,2478,0.58306,48180.9624996,0,2025-04-01 01:19:00+00:00
1743470400000000,82565.97,82565.97,82509.13,82565.96,11.21089,1743470459999999,925260.158892,2771,2.35243,194145.7039518,0,2025-04-01 01:20:00+00:00
1743470460000000,82565.97,82565.97,82529.07,82562.94,7.33704,1743470519999999,605638.2742669,2101,3.05466,252152.9432619,0,2025-04-01 01:21:00+00:00
1743470520000000,82562.93,82593.79,82560.07,82593.79,2.50279,1743470579999999,206677.761224,1042,1.434,118418.9177391,0,2025-04-01 01:22:00+00:00
1743470580000000,82593.8,82601.53,82578.55,82579.99,3.69912,1743470639999999,305500.3441516,781,0.79868,65962.261054,0,2025-04-01 01:23:00+00:00
1743470640000000,82579.99,82606.72,82579.99,82606.72,11.70746,1743470699999999,966835.7898039,783,10.99093,907653.8503188,0,2025-04-01 01:24:00+00:00
1743470700000000,82606.73,82692.85,82606.73,82692.84,21.7143,1743470759999999,1795217.7496472,1463,18.67575,1543961.0092183,0,2025-04-01 01:25:00+00:00
1743470760000000,82692.84,82708.7,82658.0,82684.0,11.94949,1743470819999999,988068.6410658,2015,5.78016,477911.3224741,0,2025-04-01 01:26:00+00:00
1743470820000000,82684.0,82708.7,82670.0,82705.19,11.40282,1743470879999999,942964.4209538,1190,10.15344,839662.6630266,0,2025-04-01 01:27:00+00:00
1743470880000000,82705.18,82724.0,82700.0,82723.6,4.58732,1743470939999999,379409.9186272,1397,3.15067,260584.0858982,0,2025-04-01 01:28:00+00:00
1743470940000000,82723.6,82723.6,82698.11,82704.78,3.4006,1743470999999999,281245.7380613,947,2.10898,174414.903353,0,2025-04-01 01:29:00+00:00
1743471000000000,82704.78,82741.8,82632.01,82678.15,10.33605,1743471059999999,854673.5859899,3967,5.9885,495158.2474082,0,2025-04-01 01:30:00+00:00
1743471060000000,82678.16,82730.0,82665.79,82729.99,6.36422,1743471119999999,526218.4712373,2435,5.3282,440556.3681832,0,2025-04-01 01:31:00+00:00
1743471120000000,82729.99,82729.99,82644.01,82690.45,6.72913,1743471179999999,556381.6243285,3203,4.35867,360356.8967975,0,2025-04-01 01:32:00+00:00
1743471180000000,82690.45,82690.45,82632.02,82632.02,2.46055,1743471239999999,203427.6620777,1483,0.89853,74284.8140455,0,2025-04-01 01:33:00+00:00
1743471240000000,82632.03,82632.03,82603.77,82613.44,5.75335,1743471299999999,475349.2215898,1259,1.75538,145006.7613661,0,2025-04-01 01:34:00+00:00
1743471300000000,82613.45,82650.13,82608.4,82623.76,4.34785,1743471359999999,359257.3333736,1810,2.67144,220728.5826632,0,2025-04-01 01:35:00+00:00
1743471360000000,82623.76,82645.11,82562.0,82562.01,5.00616,1743471419999999,413582.660282,2164,1.82922,151145.9580451,0,2025-04-01 01:36:00+00:00
1743471420000000,82562.0,82580.23,82548.83,82573.88,9.97429,1743471479999999,823537.6522216,1735,5.57897,460619.8058258,0,2025-04-01 01:37:00+00:00
1743471480000000,82573.89,82633.63,82573.89,82609.18,5.22675,1743471539999999,431777.9061675,1922,3.30225,272763.7346064,0,2025-04-01 01:38:00+00:00
1743471540000000,82609.18,82609.18,82588.06,82588.06,3.53972,1743471599999999,292394.1925934,901,1.27389,105228.0572482,0,2025-04-01 01:39:00+00:00
1743471600000000,82588.07,82594.0,82554.0,82564.2,2.83921,1743471659999999,234452.0793559,1307,1.26225,104227.0008183,0,2025-04-01 01:40:00+00:00
1743471660000000,82564.21,82587.93,82558.0,82571.92,3.2487,1743471719999999,268258.9294972,1175,1.51348,124965.8797503,0,2025-04-01 01:41:00+00:00
1743471720000000,82571.92,82596.7,82568.0,82587.52,6.78723,1743471779999999,560524.9209042,1555,3.08339,254615.6454949,0,2025-04-01 01:42:00+00:00
1743471780000000,82587.51,82599.99,82580.0,82592.0,3.566,1743471839999999,294505.427695,1275,2.24808,185655.9230844,0,2025-04-01 01:43:00+00:00
1743471840000000,82591.99,82598.0,82556.61,82578.27,7.12749,1743471899999999,588572.6176475,1570,1.19269,98482.75829,0,2025-04-01 01:44:00+00:00
1743471900000000,82578.27,82667.99,82578.27,82667.99,6.59053,1743471959999999,544555.7432426,1944,5.53088,456997.8395878,0,2025-04-01 01:45:00+00:00
1743471960000000,82668.0,82708.7,82660.2,82708.69,9.09338,1743472019999999,751885.0411243,1508,7.03003,581263.5268261,0,2025-04-01 01:46:00+00:00
1743472020000000,82708.69,82740.68,82708.69,82730.0,4.47162,1743472079999999,369936.0532743,1641,2.56155,211903.2121518,0,2025-04-01 01:47:00+00:00
1743472080000000,82729.99,82739.34,82715.5,82715.5,3.08462,1743472139999999,255183.5844816,1264,0.8665,71685.5159874,0,2025-04-01 01:48:00+00:00
1743472140000000,82715.51,82728.42,82689.36,82689.36,4.05919,1743472199999999,335725.955281,1631,1.5642,129373.1421651,0,2025-04-01 01:49:00+00:00
1743472200000000,82689.36,82695.88,82659.08,82695.03,6.56393,1743472259999999,542678.5147966,1249,5.25299,434291.5014854,0,2025-04-01 01:50:00+00:00
1743472260000000,82695.03,82702.0,82663.66,82696.18,16.00384,1743472319999999,1323295.4276643,2256,8.64908,715144.3840163,0,2025-04-01 01:51:00+00:00
1743472320000000,82696.19,82710.56,82668.07,82710.56,8.49057,1743472379999999,702046.7419913,1771,5.21348,431091.2916724,0,2025-04-01 01:52:00+00:00
1743472380000000,82710.57,82710.57,82674.0,82674.01,2.45793,1743472439999999,203271.1976741,790,0.21711,17953.3518681,0,2025-04-01 01:53:00+00:00
1743472440000000,82674.01,82674.01,82642.0,82663.19,3.52759,1743472499999999,291594.5589501,1040,1.42925,118130.8201198,0,2025-04-01 01:54:00+00:00
1743472500000000,82663.19,82698.12,82663.19,82698.11,4.03648,1743472559999999,333751.2782105,1118,2.02526,167441.126592,0,2025-04-01 01:55:00+00:00
1743472560000000,82698.12,82708.7,82698.11,82708.7,1.27109,1743472619999999,105124.9331995,432,0.97151,80348.2168754,0,2025-04-01 01:56:00+00:00
1743472620000000,82708.69,82710.64,82708.69,82710.64,0.48273,1743472679999999,39926.2769229,202,0.38599,31924.9772155,0,2025-04-01 01:57:00+00:00
1743472680000000,82710.64,82732.0,82710.63,82732.0,3.02582,1743472739999999,250302.7934754,672,2.22882,184371.046356,0,2025-04-01 01:58:00+00:00
1743472740000000,82731.99,82732.0,82702.0,82704.2,3.38821,1743472799999999,280241.9163147,549,2.11442,174872.9438282,0,2025-04-01 01:59:00+00:00
1743472800000000,82704.2,82722.86,82685.24,82685.24,5.39236,1743472859999999,445958.8123009,2199,2.4875,205719.4699841,0,2025-04-01 02:00:00+00:00
1743472860000000,82685.24,82685.25,82649.34,82649.35,4.50101,1743472919999999,372058.2591302,769,1.16646,96414.1934083,0,2025-04-01 02:01:00+00:00
1743472920000000,82649.34,82696.0,82649.34,82695.99,2.89323,1743472979999999,239192.0514538,845,2.80681,232046.9672841,0,2025-04-01 02:02:00+00:00
1743472980000000,82696.0,82730.32,82676.0,82676.01,4.53213,1743473039999999,374870.2545661,1636,2.3368,193282.020723,0,2025-04-01 02:03:00+00:00
1743473040000000,82676.01,82699.3,82676.0,82699.3,2.32195,1743473099999999,191998.0094652,746,1.81159,149796.3359114,0,2025-04-01 02:04:00+00:00
1743473100000000,82699.3,82702.02,82656.85,82656.86,4.59912,1743473159999999,380272.7646979,983,0.98707,81618.789247,0,2025-04-01 02:05:00+00:00
1743473160000000,82656.85,82727.8,82656.85,82727.8,4.63543,1743473219999999,383283.3004973,1519,4.25308,351672.7253786,0,2025-04-01 02:06:00+00:00
1743473220000000,82727.8,82767.61,82727.8,82757.51,7.19588,1743473279999999,595474.5454588,1352,4.98095,412176.6850487,0,2025-04-01 02:07:00+00:00
1743473280000000,82757.5,82757.5,82746.0,82752.17,3.14372,1743473339999999,260147.4620665,666,1.0459,86549.0933751,0,2025-04-01 02:08:00+00:00
1743473340000000,82752.17,82770.05,82752.17,82770.04,10.97043,1743473399999999,907871.1681564,1066,9.62687,796679.3934527,0,2025-04-01 02:09:00+00:00
1743473400000000,82770.05,82781.88,82770.04,82781.88,4.54345,1743473459999999,376095.6434536,1356,3.03378,251130.534146,0,2025-04-01 02:10:00+00:00
1743473460000000,82781.87,82791.01,82778.0,82790.0,5.98555,1743473519999999,495502.0254288,1021,3.5045,290108.2584507,0,2025-04-01 02:11:00+00:00
1743473520000000,82790.0,82790.0,82772.1,82777.99,5.47534,1743473579999999,453274.3688605,1085,1.69598,140389.9455511,0,2025-04-01 02:12:00+00:00
1743473580000000,82778.0,82802.91,82777.99,82788.52,6.36404,1743473639999999,526865.8471552,1602,4.9099,406468.6214711,0,2025-04-01 02:13:00+00:00
1743473640000000,82788.52,82845.11,82788.51,82845.09,11.40318,1743473699999999,944355.3755347,1209,10.70841,886818.5923128,0,2025-04-01 02:14:00+00:00
1743473700000000,82845.1,82879.03,82845.1,82879.02,10.0867,1743473759999999,835850.3381947,1735,7.84996,650478.3337101,0,2025-04-01 02:15:00+00:00
1743473760000000,82879.02,83005.93,82879.02,82979.2,33.47406,1743473819999999,2776876.2760103,4737,27.81178,2307168.2902134,0,2025-04-01 02:16:00+00:00
1743473820000000,82979.19,83020.13,82927.72,82940.0,17.18045,1743473879999999,1425772.8115324,3904,8.40337,697343.2167102,0,2025-04-01 02:17:00+00:00
1743473880000000,82939.99,82991.28,82939.99,82991.27,9.26037,1743473939999999,768342.9907129,2069,6.28692,521598.8766183,0,2025-04-01 02:18:00+00:00
1743473940000000,82991.27,83013.08,82970.0,83013.07,10.48711,1743473999999999,870365.572365,1489,8.79146,729641.3454735,0,2025-04-01 02:19:00+00:00
1743474000000000,83013.07,83013.08,82962.0,82962.0,18.92314,1743474059999999,1570539.4810869,1647,13.94333,1157238.1101709,0,2025-04-01 02:20:00+00:00
1743474060000000,82962.0,82979.65,82943.64,82968.04,7.40223,1743474119999999,614081.0469637,1772,5.13953,426351.2346511,0,2025-04-01 02:21:00+00:00
1743474120000000,82968.04,82986.71,82948.01,82960.92,9.82954,1743474179999999,815518.6042002,1561,6.97274,578477.2210467,0,2025-04-01 02:22:00+00:00
1743474180000000,82960.92,82966.3,82922.0,82966.29,17.00701,1743474239999999,1410583.4204508,1998,11.37739,943614.0148329,0,2025-04-01 02:23:00+00:00
1743474240000000,82966.3,82981.79,82966.29,82966.36,10.37652,1743474299999999,860959.9209614,883,2.08641,173107.623249,0,2025-04-01 02:24:00+00:00
1743474300000000,82966.37,82966.37,82897.15,82897.16,7.37011,1743474359999999,611214.536461,1767,0.47706,39558.3456405,0,2025-04-01 02:25:00+00:00
1743474360000000,82897.15,82939.98,82897.15,82932.92,7.64519,1743474419999999,633910.5848848,938,6.60102,547310.851653,0,2025-04-01 02:26:00+00:00
1743474420000000,82932.92,82965.05,82932.92,82965.05,4.30631,1743474479999999,357190.8475106,1008,3.87987,321819.2969852,0,2025-04-01 02:27:00+00:00
1743474480000000,82965.05,82975.88,82879.0,82882.59,6.60963,1743474539999999,548182.8027656,2494,2.24485,186188.2766984,0,2025-04-01 02:28:00+00:00
1743474540000000,82882.59,82895.86,82882.59,82893.78,5.59962,1743474599999999,464146.1576691,648,4.36511,361814.4810668,0,2025-04-01 02:29:00+00:00
1743474600000000,82893.77,82910.01,82814.01,82821.53,27.4666,1743474659999999,2276133.9225429,2378,1.3537,112187.5235422,0,2025-04-01 02:30:00+00:00
1743474660000000,82821.53,82826.6,82813.06,82824.22,5.44801,1743474719999999,451206.4977379,1008,3.54485,293584.298319,0,2025-04-01 02:31:00+00:00
1743474720000000,82824.22,82830.36,82807.21,82830.36,2.65685,1743474779999999,220041.3419841,1038,1.52911,126641.6019253,0,2025-04-01 02:32:00+00:00
1743474780000000,82830.35,82868.0,82829.0,82867.99,2.42776,1743474839999999,201124.9467023,1293,1.81533,150392.5801031,0,2025-04-01 02:33:00+00:00
1743474840000000,82867.99,82868.0,82842.0,82863.41,3.31194,1743474899999999,274416.1605218,1191,1.44243,119509.9461093,0,2025-04-01 02:34:00+00:00
1743474900000000,82863.41,82863.41,82812.02,82824.35,6.04899,1743474959999999,500979.3518061,1329,1.56685,129761.008919,0,2025-04-01 02:35:00+00:00
1743474960000000,82824.36,82839.14,82824.35,82839.13,2.83246,1743475019999999,234620.9747647,1039,1.55153,128517.0844421,0,2025-04-01 02:36:00+00:00
1743475020000000,82839.13,82839.13,82800.0,82800.01,3.06831,1743475079999999,254136.6496766,1247,1.18312,97999.2075571,0,2025-04-01 02:37:00+00:00
1743475080000000,82800.01,82816.14,82795.65,82805.03,6.1873,1743475139999999,512315.7571913,1292,3.32824,275582.8756861,0,2025-04-01 02:38:00+00:00
1743475140000000,82805.97,82820.18,82800.83,82820.18,5.45186,1743475199999999,451464.6567204,1039,1.31357,108778.4348361,0,2025-04-01 02:39:00+00:00
1743475200000000,82820.19,82889.86,82820.18,82889.86,14.71237,1743475259999999,1218963.5333674,1651,13.07928,1083628.2123886,0,2025-04-01 02:40:00+00:00
1743475260000000,82889.86,82951.99,82889.86,82950.97,9.50062,1743475319999999,787917.4700511,1898,8.82018,731486.0011914,0,2025-04-01 02:41:00+00:00
1743475320000000,82950.96,82951.45,82928.1,82936.0,7.80627,1743475379999999,647424.1412103,1303,4.96894,412094.8892409,0,2025-04-01 02:42:00+00:00
1743475380000000,82935.99,82936.4,82918.17,82918.18,7.35885,1743475439999999,610305.2339952,750,2.94976,244638.5844684,0,2025-04-01 02:43:00+00:00
1743475440000000,82918.18,82956.85,82918.17,82950.01,8.45274,1743475499999999,701062.4582652,1071,6.48308,537672.617949,0,2025-04-01 02:44:00+00:00
1743475500000000,82950.0,83000.0,82950.0,82999.99,7.02828,1743475559999999,583183.0523407,1336,6.49462,538909.590665,0,2025-04-01 02:45:00+00:00
1743475560000000,82999.99,83008.3,82975.01,82975.01,9.64988,1743475619999999,800885.7858266,1708,2.48209,206005.5141124,0,2025-04-01 02:46:00+00:00
1743475620000000,82975.0,82991.82,82926.31,82926.31,7.54145,1743475679999999,625637.507654,2325,2.39411,198635.4476225,0,2025-04-01 02:47:00+00:00
1743475680000000,82926.31,82937.12,82882.6,82895.42,11.1014,1743475739999999,920415.3777431,2084,2.02783,168108.8781917,0,2025-04-01 02:48:00+00:00
1743475740000000,82895.43,83014.53,82895.42,83014.53,5.43662,1743475799999999,451061.4596754,3139,4.99733,414627.7588948,0,2025-04-01 02:49:00+00:00
1743475800000000,83014.53,83120.0,83014.53,83075.28,28.54094,1743475859999999,2370904.2617712,4397,18.36224,1525237.1322915,0,2025-04-01 02:50:00+00:00
1743475860000000,83075.28,83091.7,83048.71,83065.85,18.1539,1743475919999999,1508076.7900309,2351,7.47448,620887.6680478,0,2025-04-01 02:51:00+00:00
1743475920000000,83065.86,83085.3,83045.45,83085.29,11.82814,1743475979999999,982466.7559812,1799,3.03166,251822.9656181,0,2025-04-01 02:52:00+00:00
