timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date
1748737800000000,104380.95,104380.96,104320.02,104354.36,16.00568,1748737859999999,1670315.9220957,3166,3.64593,380476.1061911,0,2025-06-01 00:30:00+00:00
1748737860000000,104354.36,104378.55,104338.67,104358.31,5.10768,1748737919999999,532999.589907,2327,2.44224,254857.0568988,0,2025-06-01 00:31:00+00:00
1748737920000000,104358.31,104424.85,104358.31,104403.14,6.1989,1748737979999999,647182.3962982,2773,3.97682,415160.0686807,0,2025-06-01 00:32:00+00:00
1748737980000000,104403.15,104406.33,104341.46,104355.9,11.27637,1748738039999999,1177019.060555,3231,7.71265,805058.8371505,0,2025-06-01 00:33:00+00:00
1748738040000000,104355.9,104373.49,104349.47,104373.49,2.83908,1748738099999999,296295.089209,1373,1.711,178565.0217485,0,2025-06-01 00:34:00+00:00
1748738100000000,104373.49,104443.39,104373.48,104443.39,6.3042,1748738159999999,658198.3686475,2744,6.03398,629983.3882451,0,2025-06-01 00:35:00+00:00
1748738160000000,104443.4,104443.4,104419.95,104439.02,2.44763,1748738219999999,255625.8953094,1066,0.45699,47725.2244418,0,2025-06-01 00:36:00+00:00
1748738220000000,104439.01,104443.4,104439.01,104443.4,1.97934,1748738279999999,206722.4732977,339,1.78784,186722.0046969,0,2025-06-01 00:37:00+00:00
1748738280000000,104443.39,104450.0,104429.83,104450.0,3.34913,1748738339999999,349786.3417542,1054,1.56507,163457.7117642,0,2025-06-01 00:38:00+00:00
1748738340000000,104450.0,104455.96,104432.95,104455.96,3.21231,1748738399999999,335513.8094877,800,1.1912,124412.8531938,0,2025-06-01 00:39:00+00:00
1748738400000000,104455.95,104455.95,104441.11,104452.66,2.529,1748738459999999,264146.7473716,833,1.28324,134025.359776,0,2025-06-01 00:40:00+00:00
1748738460000000,104452.66,104452.66,104434.34,104434.34,4.04674,1748738519999999,422684.1115567,1006,1.18349,123615.7563379,0,2025-06-01 00:41:00+00:00
1748738520000000,104434.35,104439.03,104434.34,104439.03,2.09055,1748738579999999,218328.3928196,459,1.79224,187174.101313,0,2025-06-01 00:42:00+00:00
1748738580000000,104439.03,104455.34,104439.03,104455.33,2.02867,1748738639999999,211890.3604521,562,1.31815,137674.7466351,0,2025-06-01 00:43:00+00:00
1748738640000000,104455.33,104455.35,104455.33,104455.34,0.90849,1748738699999999,94896.6283611,457,0.36052,37658.2405792,0,2025-06-01 00:44:00+00:00
1748738700000000,104455.34,104480.0,104455.34,104480.0,2.71044,1748738759999999,283159.5612105,879,2.38272,248922.9950986,0,2025-06-01 00:45:00+00:00
1748738760000000,104479.99,104480.0,104455.38,104455.38,2.03048,1748738819999999,212130.1565193,880,0.45078,47092.033367,0,2025-06-01 00:46:00+00:00
1748738820000000,104455.34,104455.34,104417.14,104429.44,4.02248,1748738879999999,420040.5231526,1553,0.45436,47445.9559653,0,2025-06-01 00:47:00+00:00
1748738880000000,104429.45,104443.4,104429.44,104435.56,2.46118,1748738939999999,257036.2308166,712,1.65402,172735.9547024,0,2025-06-01 00:48:00+00:00
1748738940000000,104435.56,104446.02,104435.56,104443.4,2.34065,1748738999999999,244451.2805718,359,2.0978,219088.7359545,0,2025-06-01 00:49:00+00:00
1748739000000000,104443.39,104443.4,104443.39,104443.39,0.60014,1748739059999999,62680.6595329,220,0.34583,36119.661022,0,2025-06-01 00:50:00+00:00
1748739060000000,104443.39,104443.4,104443.39,104443.39,1.14767,1748739119999999,119866.5560115,216,1.06102,110816.536268,0,2025-06-01 00:51:00+00:00
1748739120000000,104443.39,104454.26,104443.39,104454.26,2.30175,1748739179999999,240410.3716096,374,1.68278,175757.5220193,0,2025-06-01 00:52:00+00:00
1748739180000000,104454.25,104454.26,104443.8,104443.8,1.22641,1748739239999999,128099.3205197,477,0.50247,52482.6182707,0,2025-06-01 00:53:00+00:00
1748739240000000,104443.81,104443.81,104404.13,104404.13,2.54656,1748739299999999,265933.9954473,1335,0.13294,13882.9370373,0,2025-06-01 00:54:00+00:00
1748739300000000,104404.13,104404.14,104390.24,104404.03,7.89503,1748739359999999,824223.2161114,725,1.79344,187228.8173765,0,2025-06-01 00:55:00+00:00
1748739360000000,104404.03,104415.65,104404.03,104415.65,3.19133,1748739419999999,333195.3662235,391,2.27808,237843.2233234,0,2025-06-01 00:56:00+00:00
1748739420000000,104415.65,104415.65,104415.64,104415.65,0.55848,1748739479999999,58314.0481213,128,0.14941,15600.7422665,0,2025-06-01 00:57:00+00:00
1748739480000000,104415.65,104424.67,104415.64,104424.66,1.29791,1748739539999999,135523.3575398,301,0.84306,88029.0078194,0,2025-06-01 00:58:00+00:00
1748739540000000,104424.67,104446.5,104424.66,104446.49,2.30903,1748739599999999,241146.7233549,584,1.83082,191200.4760869,0,2025-06-01 00:59:00+00:00
