timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date
1751328000000000,107146.51,107146.51,107123.13,107126.37,8.20753,1751328059999999,879331.9375306,1176,1.15717,123967.050606,0,2025-07-01 00:00:00+00:00
1751328060000000,107126.37,107138.24,107116.93,107138.24,7.80796,1751328119999999,836404.4557561,979,3.42808,367226.2682299,0,2025-07-01 00:01:00+00:00
1751328120000000,107138.24,107150.14,107129.8,107150.14,4.29819,1751328179999999,460498.6346696,1078,2.05752,220438.8450193,0,2025-07-01 00:02:00+00:00
1751328180000000,107150.14,107160.0,107150.13,107160.0,1.89707,1751328239999999,203273.7597343,598,1.62186,173784.4484678,0,2025-07-01 00:03:00+00:00
1751328240000000,107159.99,107160.0,107133.08,107139.71,3.22367,1751328299999999,345400.6635273,1003,0.32546,34870.4652794,0,2025-07-01 00:04:00+00:00
1751328300000000,107139.7,107139.71,107093.35,107098.8,1.91096,1751328359999999,204680.7919041,1189,0.5875,62920.5527209,0,2025-07-01 00:05:00+00:00
1751328360000000,107098.79,107156.28,107094.0,107156.28,4.96678,1751328419999999,532040.499436,2045,3.94222,422298.6719838,0,2025-07-01 00:06:00+00:00
1751328420000000,107156.27,107176.57,107139.14,107176.56,3.85275,1751328479999999,412836.3553292,1215,1.0718,114849.842058,0,2025-07-01 00:07:00+00:00
1751328480000000,107176.56,107196.82,107176.56,107188.8,2.77662,1751328539999999,297624.1772394,919,1.83135,196299.1917049,0,2025-07-01 00:08:00+00:00
1751328540000000,107188.79,107246.73,107188.79,107246.72,3.60618,1751328599999999,386653.8968812,1433,2.54091,272443.0751988,0,2025-07-01 00:09:00+00:00
1751328600000000,107246.72,107272.0,107222.97,107232.6,8.12333,1751328659999999,871169.5192055,1908,4.56222,489269.0107674,0,2025-07-01 00:10:00+00:00
1751328660000000,107232.61,107271.49,107232.6,107271.49,7.81104,1751328719999999,837698.1942319,1252,7.17727,769728.3824067,0,2025-07-01 00:11:00+00:00
