1743465600000000,82550.00000000,82555.80000000,82490.76000000,82497.84000000,22.44303000,1743465659999999,1852355.51257370,2724,4.35398000,359267.68402380,0
1743465660000000,82497.84000000,82514.95000000,82486.40000000,82514.95000000,3.94631000,1743465719999999,325575.87896120,986,2.20384000,181808.28753930,0
1743465720000000,82514.94000000,82552.25000000,82500.00000000,82514.51000000,11.87255000,1743465779999999,979823.94498670,1539,3.26058000,269068.78345220,0
1743465780000000,82514.51000000,82580.00000000,82514.51000000,82580.00000000,4.91631000,1743465839999999,405846.42013350,1061,4.03301000,332932.04693250,0
1743465840000000,82580.00000000,82617.15000000,82579.99000000,82617.15000000,5.51612000,1743465899999999,455632.89758120,1004,5.11241000,422285.31279790,0
1743465900000000,82617.15000000,82645.42000000,82612.00000000,82612.01000000,8.63378000,1743465959999999,713430.13302570,2027,5.47573000,452461.52127880,0
1743465960000000,82612.01000000,82662.18000000,82612.00000000,82654.58000000,5.64907000,1743466019999999,466898.33555150,1364,4.04879000,334628.05854150,0
1743466020000000,82654.59000000,82673.87000000,82613.48000000,82673.87000000,7.70505000,1743466079999999,636772.27879600,2404,5.63013000,465298.58088180,0
1743466080000000,82673.87000000,82712.54000000,82659.14000000,82676.76000000,9.46814000,1743466139999999,782947.01992600,2446,3.62466000,299738.78407660,0
1743466140000000,82676.76000000,82680.72000000,82660.00000000,82660.01000000,5.48480000,1743466199999999,453448.44742090,1463,2.52052000,208373.57023030,0
1743466200000000,82660.01000000,82660.01000000,82604.68000000,82614.34000000,4.49222000,1743466259999999,371176.48211620,1691,1.86418000,154008.60216270,0
1743466260000000,82614.35000000,82628.88000000,82614.34000000,82620.61000000,6.78811000,1743466319999999,560839.62645420,854,4.31472000,356476.55152060,0
1743466320000000,82620.62000000,82620.62000000,82484.78000000,82484.79000000,5.78028000,1743466379999999,477180.54904590,3531,0.75973000,62717.32239910,0
1743466380000000,82484.78000000,82532.96000000,82484.78000000,82530.37000000,8.68450000,1743466439999999,716512.21435230,897,5.91902000,488354.21214540,0
1743466440000000,82530.37000000,82530.38000000,82483.49000000,82483.49000000,2.43838000,1743466499999999,201184.75269770,997,0.46235000,38148.84368990,0
1743466500000000,82483.50000000,82495.30000000,82432.74000000,82432.75000000,6.61985000,1743466559999999,545993.55062280,1822,4.48239000,369732.11643830,0
1743466560000000,82432.74000000,82479.17000000,82432.74000000,82474.54000000,4.77060000,1743466619999999,393382.67460110,1193,2.32443000,191642.28387850,0
1743466620000000,82474.54000000,82474.54000000,82435.98000000,82462.69000000,4.66495000,1743466679999999,384610.69996970,1158,1.61539000,133182.62041880,0
1743466680000000,82462.70000000,82490.00000000,82448.95000000,82489.99000000,3.31027000,1743466739999999,272978.14085000,738,1.61853000,133473.69602690,0
1743466740000000,82490.00000000,82599.62000000,82489.99000000,82596.36000000,29.41417000,1743466799999999,2428677.29598580,1978,28.37485000,2342848.93712840,0
1743466800000000,82596.35000000,82628.13000000,82596.35000000,82628.12000000,4.78870000,1743466859999999,395599.45525000,1072,3.35469000,277128.03616440,0
1743466860000000,82628.13000000,82646.97000000,82611.96000000,82646.97000000,2.74020000,1743466919999999,226421.86200250,1189,1.77009000,146262.36888020,0
1743466920000000,82646.97000000,82695.80000000,82638.69000000,82688.88000000,9.19401000,1743466979999999,760162.43795380,1718,7.89788000,653009.48371800,0
1743466980000000,82688.89000000,82697.14000000,82656.58000000,82663.81000000,10.26559000,1743467039999999,848742.21491520,1935,7.36889000,609257.06929600,0
1743467040000000,82663.80000000,82665.22000000,82643.75000000,82643.76000000,2.78596000,1743467099999999,230278.03378260,857,1.09063000,90146.66299580,0
1743467100000000,82643.76000000,82651.41000000,82629.29000000,82643.33000000,6.44019000,1743467159999999,532235.51007460,1486,2.91175000,240626.07583430,0
1743467160000000,82643.32000000,82675.54000000,82643.32000000,82675.53000000,3.17507000,1743467219999999,262458.33013000,858,2.18828000,180881.14597460,0
1743467220000000,82675.54000000,82750.02000000,82675.54000000,82750.01000000,4.49362000,1743467279999999,371720.17132810,1633,3.49866000,289405.46044780,0
1743467280000000,82750.02000000,82750.02000000,82687.69000000,82687.70000000,4.36218000,1743467339999999,360854.51183400,1839,0.60042000,49674.70673240,0
1743467340000000,82687.70000000,82687.70000000,82640.00000000,82640.00000000,2.38571000,1743467399999999,197221.32685660,1585,0.31637000,26151.98639690,0
1743467400000000,82640.00000000,82651.19000000,82618.74000000,82619.81000000,4.76596000,1743467459999999,393816.36352520,1953,3.01528000,249149.69963170,0
1743467460000000,82619.81000000,82705.94000000,82619.81000000,82679.11000000,7.92177000,1743467519999999,654935.30000930,2163,5.18936000,428967.18650630,0
1743467520000000,82679.11000000,82679.12000000,82578.26000000,82578.27000000,15.54010000,1743467579999999,1284410.26023090,3260,10.16210000,840004.02589850,0
1743467580000000,82578.26000000,82629.57000000,82552.91000000,82629.57000000,30.32948000,1743467639999999,2504226.15429900,2578,5.18090000,427785.54676120,0
1743467640000000,82629.57000000,82630.44000000,82594.11000000,82597.65000000,4.24065000,1743467699999999,350358.46910970,1193,1.01713000,84035.25768860,0
1743467700000000,82597.65000000,82597.65000000,82543.27000000,82591.81000000,28.01940000,1743467759999999,2313406.57960350,2448,2.85424000,235681.04583880,0
1743467760000000,82591.80000000,82671.43000000,82591.80000000,82671.43000000,3.88092000,1743467819999999,320708.78969500,2527,3.28727000,271664.06304050,0
1743467820000000,82671.43000000,82711.99000000,82671.42000000,82711.99000000,5.45406000,1743467879999999,451033.36327910,1237,3.85508000,318794.14036610,0
1743467880000000,82711.98000000,82717.21000000,82698.12000000,82717.21000000,3.58106000,1743467939999999,296178.40318930,1184,1.24601000,103056.02909930,0
1743467940000000,82717.21000000,82725.58000000,82685.90000000,82725.57000000,3.40677000,1743467999999999,281734.19622530,1549,2.22408000,183921.52946060,0
1743468000000000,82725.58000000,82731.23000000,82686.49000000,82721.52000000,3.46456000,1743468059999999,286548.69974250,1845,2.12458000,175715.66170190,0
1743468060000000,82721.52000000,82735.09000000,82639.32000000,82651.04000000,6.74389000,1743468119999999,557663.67286540,3326,2.92418000,241779.88166290,0
1743468120000000,82651.04000000,82691.94000000,82631.54000000,82687.40000000,9.19414000,1743468179999999,759933.00232270,2866,3.68982000,305028.00366750,0
1743468180000000,82687.40000000,82698.12000000,82668.96000000,82684.14000000,2.96613000,1743468239999999,245256.67566070,1296,1.61171000,133264.56925160,0
