time,price
2025-03-28 03:11:00+00:00,86807.18
2025-03-28 03:12:00+00:00,86827.88
2025-03-28 03:13:00+00:00,86827.68
2025-03-28 03:15:00+00:00,86835.36
2025-03-28 03:16:00+00:00,86819.32
2025-03-28 03:17:00+00:00,86846.93
2025-03-28 03:21:00+00:00,86811.52
2025-03-28 03:22:00+00:00,86801.93
2025-03-28 03:23:00+00:00,86804.19
2025-03-28 03:24:00+00:00,86833.4
2025-03-28 03:25:00+00:00,86840.39
2025-03-28 03:26:00+00:00,86807.46
2025-03-28 03:27:00+00:00,86839.52
2025-03-28 03:28:00+00:00,86830.0
2025-03-28 03:29:00+00:00,86800.0
2025-03-28 03:30:00+00:00,86839.43
2025-03-28 03:32:00+00:00,86815.56
2025-03-28 03:36:00+00:00,86837.85
2025-03-28 03:37:00+00:00,86819.32
2025-03-28 03:38:00+00:00,86809.36
2025-03-28 03:39:00+00:00,86844.82
2025-03-28 03:40:00+00:00,86817.17
2025-03-28 03:41:00+00:00,86830.16
2025-03-28 03:42:00+00:00,86815.07
2025-03-28 03:43:00+00:00,86818.44
2025-03-28 03:44:00+00:00,86844.14
2025-03-28 03:46:00+00:00,86804.45
2025-03-28 03:47:00+00:00,86814.25
2025-03-28 03:48:00+00:00,86813.72
2025-03-28 03:49:00+00:00,86817.18
2025-03-28 03:50:00+00:00,86799.54
2025-03-28 03:51:00+00:00,86800.19
2025-03-28 03:52:00+00:00,86800.18
2025-03-28 03:53:00+00:00,86800.17
2025-03-28 03:54:00+00:00,86800.18
2025-03-28 03:55:00+00:00,86790.82
2025-03-28 03:56:00+00:00,86844.68
2025-03-28 03:57:00+00:00,86839.66
2025-03-28 03:58:00+00:00,86804.13
2025-03-28 03:59:00+00:00,86787.16
2025-03-28 04:00:00+00:00,86797.91
2025-03-28 04:01:00+00:00,86832.64
2025-03-28 04:02:00+00:00,86801.71
2025-03-28 04:03:00+00:00,86829.47
2025-03-28 04:04:00+00:00,86831.89
2025-03-28 04:05:00+00:00,86781.23
2025-03-28 04:06:00+00:00,86798.61
2025-03-28 04:07:00+00:00,86789.11
2025-03-28 04:08:00+00:00,86780.0
2025-03-28 04:09:00+00:00,86776.66
2025-03-28 04:10:00+00:00,86779.64
2025-03-28 04:11:00+00:00,86775.84
2025-03-28 04:12:00+00:00,86779.31
2025-03-28 04:13:00+00:00,86778.83
2025-03-28 04:14:00+00:00,86774.43
2025-03-28 04:15:00+00:00,86749.23
2025-03-28 04:16:00+00:00,86746.8
2025-03-28 04:17:00+00:00,86726.81
2025-03-28 04:18:00+00:00,86737.01
2025-03-28 04:19:00+00:00,86736.74
2025-03-28 04:20:00+00:00,86721.36
2025-03-28 04:21:00+00:00,86687.18
2025-03-28 04:22:00+00:00,86679.25
2025-03-28 04:23:00+00:00,86704.63
2025-03-28 04:24:00+00:00,86709.58
2025-03-28 04:25:00+00:00,86741.98
2025-03-28 04:26:00+00:00,86767.29
2025-03-28 04:27:00+00:00,86775.75
2025-03-28 04:28:00+00:00,86721.91
2025-03-28 04:29:00+00:00,86712.09
2025-03-28 04:30:00+00:00,86700.18
2025-03-28 04:31:00+00:00,86642.55
2025-03-28 04:32:00+00:00,86585.94
2025-03-28 04:33:00+00:00,86607.2
2025-03-28 04:34:00+00:00,86617.52
