time,price
2024-03-31 18:48:00+00:00,71178.77
2024-03-31 18:49:00+00:00,71172.0
2024-03-31 18:50:00+00:00,71221.99
2024-03-31 18:51:00+00:00,71190.0
2024-03-31 18:52:00+00:00,71193.25
2024-03-31 23:32:00+00:00,71172.29
2024-03-31 23:33:00+00:00,71228.54
2024-03-31 23:34:00+00:00,71267.43
2024-03-31 23:35:00+00:00,71229.81
2024-03-31 23:36:00+00:00,71297.5
2024-03-31 23:37:00+00:00,71262.8
2024-03-31 23:38:00+00:00,71243.99
2024-03-31 23:39:00+00:00,71319.62
2024-03-31 23:40:00+00:00,71261.98
2024-03-31 23:41:00+00:00,71270.01
2024-03-31 23:42:00+00:00,71245.21
2024-03-31 23:43:00+00:00,71270.44
2024-03-31 23:44:00+00:00,71281.31
2024-03-31 23:45:00+00:00,71254.75
2024-03-31 23:46:00+00:00,71206.16
2024-03-31 23:47:00+00:00,71223.33
2024-03-31 23:48:00+00:00,71220.44
2024-03-31 23:49:00+00:00,71233.42
2024-03-31 23:50:00+00:00,71202.0
2024-03-31 23:51:00+00:00,71235.94
2024-03-31 23:52:00+00:00,71235.94
2024-03-31 23:53:00+00:00,71235.93
2024-03-31 23:54:00+00:00,71235.94
2024-03-31 23:55:00+00:00,71267.12
2024-03-31 23:56:00+00:00,71332.99
2024-03-31 23:57:00+00:00,71362.0
2024-03-31 23:58:00+00:00,71326.0
2024-03-31 23:59:00+00:00,71280.01
